date,strategy,sp500,sixty40
2022-12-28,2.310628334534423,1.3628800053034453,1.2539994383972592
2022-12-29,2.3497579660901287,1.387412279598205,1.2694027537889951
2022-12-30,2.3186521176160384,1.3837577667607805,1.264999731880712
2023-02-01,2.341531242746251,1.3984641079151532,1.2766274022037296
2023-02-02,2.333363798941353,1.4188214968275072,1.2883356143579296
2023-02-03,2.30263183282947,1.4037406886533241,1.2751597369984191
2023-02-06,2.2743898599210066,1.3951619896464593,1.2676735865152473
2023-02-07,2.2889840287575174,1.4134087462637575,1.2767528620352828
2023-02-08,2.279954913595101,1.3979534710694097,1.2690977507794576
2023-02-09,2.287074023482058,1.385834356599619,1.260501572247117
2023-02-10,2.271591953730864,1.3890683899551692,1.2600732180922236
2023-02-13,2.292478059661503,1.405374726559208,1.2704848143511445
2023-02-14,2.29291345487928,1.4047279198882396,1.2683322381906703
2023-02-15,2.2785143292418337,1.4092896090422984,1.269823589344556
2023-02-16,2.2726258020588292,1.3898854089082882,1.2572121205427718
2023-02-17,2.264399184679412,1.3864130783577977,1.2565106120804816
2023-02-21,2.2378241362554094,1.3586003914990732,1.2366682502242081
2023-02-22,2.226075477883575,1.3567280563982491,1.2369704922695068
2023-02-23,2.2372254422526057,1.3639450571500336,1.2426975508263984
2023-02-24,2.1940072833410755,1.3493748858212402,1.231883109601237
2023-02-27,2.2133868842739837,1.3539706174318706,1.2353643498211888
2023-02-28,2.1974792403527528,1.3489663763445032,1.2325740492710375
2023-03-01,2.1977429250663385,1.3437919229756938,1.2269190583840002
2023-03-02,2.207190543871645,1.3542429570830286,1.2316273834669456
2023-03-03,2.244314551316035,1.3759620442504632,1.2473661408858845
2023-03-06,2.2416125373985194,1.376915233029161,1.2466511143811765
2023-03-07,2.2078126718909887,1.355808910076123,1.2345159765052582
2023-03-08,2.219458754881896,1.3580216697405403,1.2352142526896952
2023-03-09,2.1950295132478077,1.3329664218481942,1.2233305486777817
2023-03-10,2.168851342736391,1.3137324339956262,1.2184421677443382
2023-03-13,2.165355887658448,1.3118600988951563,1.2212758142677145
2023-03-14,2.2019000917199314,1.333545143606373,1.2305226834898415
2023-03-15,2.1630280110143945,1.3252047417944481,1.2308126112467137
2023-03-16,2.205214344429776,1.3484557394991137,1.2418353446827501
2023-03-17,2.184740683942792,1.332749244593504,1.236271216863131
2023-03-20,2.2091265516702654,1.3455644697716833,1.2414157598757554
2023-03-21,2.241775317691786,1.363232393550499,1.2496927718857216
2023-03-22,2.225603522418341,1.3399941185606916,1.2417175861504128
2023-03-23,2.235486895999679,1.3436165555442854,1.244926680885433
2023-03-24,2.2341813170710108,1.352433430466898,1.2506748760910358
2023-03-27,2.2418371470323684,1.3549623015688728,1.2466837491441216
2023-03-28,2.2380250011846563,1.351920821459856,1.2442497367747827
2023-03-29,2.2701020368381295,1.37157083339966,1.2557044513791957
2023-03-30,2.2946941123703595,1.379601707844737,1.2606737300061908
